order_id,customer_id,date,product_category,amount,payment_method,shipping_state,returned,customer_age
839,94,2023-08-20,Clothing,38.93,Cash,IL,False,69.0
840,95,2023-03-17,Books,13.13,Debit Card,FL,True,35.0
841,69,2023-11-24,Home,15.24,PayPal,PA,False,
842,236,2023-12-11,Home,83.09,PayPal,NY,False,69.0
843,137,2023-10-29,Electronics,9.28,PayPal,CA,False,20.0
844,76,2023-10-16,Electronics,60.48,Cash,OH,False,66.0
845,35,2023-01-01,Sports,5.82,Debit Card,CA,False,61.0
846,1,2023-05-27,Electronics,59.24,Credit Card,TX,False,
847,296,2023-10-14,Sports,7.34,Credit Card,FL,False,27.0
848,60,2023-05-22,Clothing,60.02,Debit Card,CA,False,57.0
849,267,2023-02-22,Electronics,24.38,Cash,TX,False,32.0
850,229,2023-10-31,Electronics,23.97,Credit Card,IL,False,22.0
851,270,2023-03-10,Electronics,116.93,Debit Card,TX,False,21.0
852,286,2023-12-27,Sports,9.01,Credit Card,OH,False,45.0
853,291,2023-03-31,Clothing,24.27,PayPal,TX,False,70.0
854,213,2023-08-08,Clothing,44.75,Credit Card,OH,False,69.0
855,165,2023-07-11,Clothing,51.69,Cash,TX,False,68.0
856,5,2023-03-04,Electronics,97.14,Debit Card,NY,False,70.0
857,78,2023-03-14,Clothing,6.84,Cash,TX,False,21.0
858,62,2023-06-10,Electronics,88.01,Debit Card,PA,False,32.0
859,132,2023-06-18,Books,13.19,PayPal,TX,False,34.0
860,89,2023-03-30,Clothing,14.95,Debit Card,NY,False,61.0
861,237,2023-06-25,Clothing,65.96,Credit Card,NY,True,20.0
862,42,2023-09-26,Clothing,77.6,Credit Card,IL,False,27.0
863,89,2023-03-14,Clothing,16.11,PayPal,OH,False,64.0
864,296,2023-09-02,Sports,53.96,Debit Card,FL,False,59.0
865,295,2023-03-18,Clothing,24.21,PayPal,CA,False,73.0
866,104,2023-06-08,Electronics,29.39,Credit Card,CA,False,40.0
867,14,2023-11-20,Home,24.19,Cash,TX,False,35.0
868,288,2023-04-08,Electronics,9.07,PayPal,IL,False,18.0
869,179,2023-04-12,Electronics,33.73,Cash,TX,False,52.0
870,125,2023-05-12,Sports,20.52,Cash,CA,False,70.0
871,23,2023-04-12,Books,75.48,Debit Card,OH,False,48.0
872,63,2023-01-19,Sports,47.35,PayPal,OH,True,61.0
873,143,2023-03-23,Clothing,61.06,Cash,OH,True,18.0
874,153,2023-10-06,Clothing,26.56,Cash,NY,False,20.0
875,145,2023-12-05,Electronics,24.0,Debit Card,FL,False,20.0
876,225,2023-12-31,Electronics,29.5,Debit Card,IL,False,54.0
877,104,2023-11-27,Books,111.9,Credit Card,NY,False,36.0
878,104,2023-05-09,Clothing,12.94,Cash,FL,False,46.0
879,39,2023-12-10,Books,24.56,Credit Card,IL,False,42.0
880,198,2023-11-06,Home,23.0,Cash,IL,False,50.0
881,134,2023-03-30,Electronics,59.36,Credit Card,CA,False,53.0
882,67,2023-08-01,Clothing,34.53,Debit Card,NY,False,46.0
883,179,2023-05-23,Home,19.61,PayPal,IL,False,43.0
884,42,2023-03-06,Electronics,68.51,Debit Card,PA,False,21.0
885,15,2023-03-17,Books,76.59,Credit Card,OH,False,66.0
886,111,2023-07-18,Clothing,83.12,Credit Card,IL,False,31.0
887,157,2023-05-23,Electronics,26.9,PayPal,FL,False,67.0
888,289,2023-11-12,Home,46.78,Cash,CA,False,44.0
889,231,2023-04-03,Sports,24.89,Credit Card,TX,False,50.0
890,157,2023-11-01,Electronics,42.07,Credit Card,OH,False,39.0
891,38,2023-08-12,Books,44.99,Credit Card,CA,False,65.0
892,97,2023-10-18,Electronics,24.15,PayPal,TX,False,20.0
893,289,2023-04-12,Books,29.56,Debit Card,NY,False,
894,254,2023-09-24,Home,16.62,Credit Card,NY,False,38.0
895,196,2023-12-21,Clothing,12.77,PayPal,IL,False,58.0
896,86,2023-04-20,Clothing,32.96,Credit Card,PA,False,40.0
897,10,2023-11-26,Books,30.09,Cash,NY,False,
898,5,2023-09-22,Clothing,24.19,PayPal,IL,False,
899,123,2023-01-03,Home,54.59,Credit Card,OH,False,54.0
900,118,2023-03-26,Electronics,34.22,PayPal,CA,False,60.0
901,294,2023-10-09,Books,37.89,Credit Card,NY,False,48.0
902,159,2023-11-24,Home,87.72,Debit Card,CA,False,38.0
903,228,2023-10-31,Sports,80.89,Credit Card,CA,False,43.0
904,216,2023-04-27,Electronics,49.28,PayPal,PA,False,58.0
905,184,2023-08-09,Home,65.51,Cash,NY,False,52.0
906,15,2023-06-03,Home,5.57,Cash,CA,False,55.0
907,157,2023-06-02,Clothing,55.04,Cash,PA,False,41.0
908,136,2023-01-12,Clothing,29.6,Credit Card,PA,False,28.0
909,261,2023-05-13,Electronics,53.71,Debit Card,NY,False,58.0
910,157,2023-10-31,Home,16.96,Credit Card,PA,True,46.0
911,47,2023-10-20,Clothing,23.55,Cash,NY,False,64.0
912,173,2023-10-27,Electronics,21.74,PayPal,NY,False,72.0
913,130,2023-08-16,Home,28.24,Cash,TX,False,20.0
914,95,2023-09-28,Clothing,57.03,PayPal,CA,False,18.0
915,115,2023-02-12,Electronics,13.07,Debit Card,FL,True,69.0
916,243,2023-12-09,Sports,31.1,PayPal,NY,False,71.0
917,292,2023-11-22,Sports,36.83,Credit Card,CA,False,
918,282,2023-10-29,Clothing,9.93,Credit Card,,False,63.0
919,299,2023-12-30,Electronics,36.2,Credit Card,PA,False,66.0
920,283,2023-01-21,Books,18.84,PayPal,IL,False,39.0
921,69,2023-04-17,Clothing,30.11,Credit Card,NY,True,31.0
922,148,2023-12-02,Clothing,69.57,Credit Card,PA,False,66.0
923,11,2023-10-30,Clothing,29.8,Credit Card,PA,False,74.0
924,254,2023-04-27,Clothing,76.76,Debit Card,PA,True,31.0
925,38,2023-05-04,Home,25.11,PayPal,PA,False,61.0
926,134,2023-10-08,Clothing,15.97,PayPal,PA,False,33.0
927,200,2023-10-19,Home,44.87,Cash,NY,False,50.0
928,23,2023-07-22,Sports,38.84,PayPal,OH,False,30.0
929,218,2023-02-20,Clothing,49.38,Debit Card,FL,False,55.0
930,141,2023-09-28,Home,22.54,PayPal,TX,False,66.0
931,104,2023-11-20,Books,54.18,Debit Card,PA,False,29.0
932,210,2023-10-04,Clothing,16.7,Debit Card,PA,False,72.0
933,111,2023-05-21,Clothing,159.11,PayPal,TX,False,68.0
934,104,2023-10-02,Home,54.71,Cash,OH,False,55.0
935,171,2023-10-17,Home,59.66,Credit Card,OH,False,56.0
936,133,2023-11-30,Books,62.41,Credit Card,NY,False,50.0
937,293,2023-02-21,Clothing,57.12,PayPal,CA,False,50.0
938,127,2023-01-27,Sports,13.7,PayPal,IL,False,46.0
939,106,2023-06-06,Electronics,36.74,Debit Card,IL,False,22.0
940,92,2023-08-27,Electronics,27.9,PayPal,CA,False,23.0
941,287,2023-06-05,Home,41.19,Debit Card,NY,False,48.0
942,51,2023-10-18,Electronics,37.89,Cash,IL,False,33.0
943,29,2023-05-16,Electronics,15.99,PayPal,OH,False,48.0
944,296,2023-05-24,Clothing,63.72,Credit Card,TX,False,42.0
945,297,2023-04-16,Electronics,97.3,Credit Card,CA,False,65.0
946,214,2023-06-07,Electronics,25.47,PayPal,OH,False,63.0
947,267,2023-05-26,Sports,42.04,Debit Card,FL,False,50.0
948,257,2023-01-02,Electronics,45.73,Credit Card,NY,False,30.0
949,101,2023-03-18,Home,21.09,Debit Card,CA,False,69.0
950,110,2023-05-12,Books,34.42,PayPal,IL,False,27.0
951,182,2023-03-31,Sports,5.89,PayPal,NY,False,41.0
952,1,2023-12-11,Electronics,47.36,Credit Card,TX,False,27.0
953,55,2023-12-16,Books,67.4,PayPal,NY,False,58.0
954,149,2023-09-20,Clothing,26.48,Cash,NY,False,48.0
955,137,2023-12-17,Home,23.72,Cash,TX,False,30.0
956,202,2023-04-18,Home,60.67,Credit Card,PA,False,20.0
957,117,2023-03-15,Books,9.33,Cash,TX,False,67.0
958,154,2023-02-08,Clothing,37.63,Debit Card,OH,True,69.0
959,291,2023-06-08,Home,19.79,Credit Card,NY,False,51.0
960,63,2023-03-12,Clothing,10.39,Credit Card,TX,False,66.0
961,244,2023-11-08,Books,51.79,Debit Card,PA,False,45.0
962,25,2023-08-29,Sports,58.34,Cash,OH,False,36.0
963,90,2023-10-25,Electronics,13.95,Cash,CA,True,40.0
964,75,2023-02-05,Sports,62.74,Cash,TX,False,62.0
965,294,2023-03-25,Electronics,46.66,Credit Card,TX,False,49.0
966,210,2023-09-20,Electronics,14.17,Credit Card,NY,True,30.0
967,17,2023-11-06,Electronics,11.0,Cash,OH,False,50.0
968,128,2023-06-21,Clothing,99.84,PayPal,CA,False,51.0
969,251,2023-06-22,Home,29.16,Cash,FL,False,50.0
970,179,2023-12-28,Electronics,7.84,Debit Card,FL,False,73.0
971,182,2023-02-16,Electronics,31.1,Credit Card,IL,False,22.0
972,152,2023-05-21,Sports,25.27,Debit Card,TX,False,73.0
973,25,2023-04-28,Books,33.38,Debit Card,TX,False,20.0
974,180,2023-10-04,Books,35.63,Credit Card,CA,False,24.0
975,198,2023-08-02,Books,25.33,PayPal,PA,False,41.0
976,161,2023-08-08,Home,93.03,Cash,FL,False,39.0
977,177,2023-01-26,Electronics,27.62,Debit Card,IL,False,62.0
978,285,2023-01-09,Clothing,9.09,Credit Card,CA,False,40.0
979,63,2023-09-28,Home,101.88,Debit Card,TX,False,47.0
980,150,2023-01-10,Electronics,14.33,Cash,FL,False,35.0
981,154,2023-05-01,Home,19.51,PayPal,OH,False,49.0
982,156,2023-05-05,Electronics,53.6,PayPal,IL,True,73.0
983,49,2023-06-19,Clothing,18.69,PayPal,NY,False,70.0
984,84,2023-03-13,Clothing,16.26,Credit Card,FL,False,24.0
985,177,2023-06-01,Home,58.44,Credit Card,IL,False,50.0
986,148,2023-07-27,Home,46.38,PayPal,CA,True,22.0
987,118,2023-02-18,Home,79.11,Cash,NY,False,66.0
988,63,2023-06-03,Electronics,33.71,Cash,IL,False,45.0
989,189,2023-12-13,Electronics,1.92,Credit Card,IL,False,25.0
990,49,2023-10-20,Books,16.91,PayPal,TX,False,32.0
991,257,2023-03-09,Home,122.33,Cash,PA,False,69.0
992,224,2023-02-19,Electronics,49.29,Cash,FL,False,21.0
993,141,2023-06-01,Books,62.18,Cash,,False,51.0
994,215,2023-01-19,Electronics,109.82,Credit Card,OH,False,22.0
995,211,2023-04-10,Clothing,54.23,PayPal,NY,False,50.0
996,32,2023-03-01,Electronics,49.22,Debit Card,PA,False,74.0
997,158,2023-06-16,Home,63.35,PayPal,,False,22.0
998,285,2023-07-21,Home,46.69,PayPal,TX,False,55.0
999,286,2023-12-11,Electronics,31.49,Credit Card,PA,False,51.0
1000,144,2023-05-26,Books,37.03,Cash,OH,False,43.0
